Nama_Obat;HPP;Stock
CAP LANG INHALER LANG;7.850,01;0,00
ANTANGIN JRG+MADU SST ISI 5;3.477,63;0,00
FITUNO KPL@30;4.411,00;0,00
PROMAAG HERBAL@6;2.121,21;0,00
SIDO M TOLAK ANGIN PERMEN@15PCS;1.913,09;7,00
KOMIX JERUK NIPIS @30;1.426,35;0,00
SIDO M TOLAK ANGIN + MADU 15ML @12;3.856,33;60,00
KOMIX RASA JAHE @30;1.426,35;0,00
SIDO M TOLAK LINU CAIR @5 SASET;2.531,24;0,00
KOMIX PAPPERMINT@30;1.426,35;0,00
ENTROSTOP HERBAL ANAK;2.137,86;0,00
DIAPET @120;556,84;50,00
MINYAK HERBAL TARU BALI 65ML;128.000,00;0,00
MINYAK HERBAL TARU BALI 30ML;70.000,00;0,00
KOMIX HERBAL ORIGINAL TUBE;2.399,82;4,00
SABUN HERBAL TARU BALI 95 GR;65.000,00;0,00
BEJO JAHE MERAH @12 15 ML;2.416,66;24,00
MINYAK HERBAL TARU BALI @ 100 ML;250.000,00;0,00
SIDO M TOLAK ANGIN ANAK @12;2.504,83;25,00
ENTROSTOP HERBAL DWS SAC @6;2.010,77;0,00
PROMAG SUSPENSI @6;2.057,94;0,00
MICROGYNON LIBI@ 10;22.549,00;0,00
MICROGYNON LIBI@ 25;21.892,53;0,00
YASMIN TAB@21;215.538,00;0,00
ANDALAN PIL KB @30;14.169,15;0,00
HIT NF LILY BLOSSOM 200 ML;17.600,00;0,00
HIT NF ORANGE 200 ML;17.000,00;0,00
SOFFEL LOT KULIT JERUK 60 GR;9.679,20;11,00
BAYGON FLOWER GARDEN 200 ML;13.073,00;2,00
STREPSIL REG@ 12;20.749,00;0,00
FITBAR CHOCO 20 GR;4.084,80;5,00
FITBAR TIRAMISU 20 GR;4.084,80;5,00
FITBAR FRUITS 20 GR;4.084,80;6,00
STREPSIL HONEY LEMON@12;23.700,72;0,00
FITBAR CHEESE 20 GR;4.084,80;6,00
FISHERMANS SF MINT 25GR;9.000,00;-2,00
GOLDEN GINGER FLIPTOP SUGAR FREE LEMON;31.535,00;0,00
YOU C 1000 ORANGE VITAMIN 140ML;5.494,50;7,00
ANTANGIN PERMEN MIX @50;117,00;0,00
CAFE TAB @4 TAB;3.108,00;12,00
ALPENLIEBE SACH CHOCO;13.928,28;13,00
ANTANGIN PERMEN;2.334,00;0,00
ALPENLIEBE SACH CARAMEL;6.527,91;18,00
FRESH CARE HOT;11.561,76;4,00
ALPENLIEBE SACH STRAW;6.527,91;16,00
YOU C 1000 MANGO VITAMIN 140ML;5.494,50;4,00
YOU C 1000 LEMON WATER 500ML;6.435,78;0,00
FISHERMANS FRIEND STRONG MINT;16.681,18;6,00
STREPSIL ALL @8;15.048,00;0,00
YOU C 1000 ORANGE WATER 500ML;6.875,00;25,00
NEO HORMOVITON PASAK BUMI DRINK 150ML;4.650,00;0,00
NUVITA MAGNESIUM TAB @30;165.000,00;1,00
WELLNESS WHEAT GRASS 500MG@60;270.000,00;0,00
BIO NURATIK;0,00;0,00
NUVITA CALCIUM 1200 MG @30;98.000,00;0,00
WELLNESS MULTIVITAM 2-A DAY 60;410.000,00;0,00
BIO NETRA;0,00;0,00
MADU MURNI NUSANTARA 250ML;59.000,00;0,00
VITAMEN SPRAY;0,00;0,00
WELLNESS VIT-D3 1000IU;185.000,00;0,00
VITAMEN SERBUK;0,00;0,00
WELLNESS OMEGA-3 76 BANDED;350.000,00;0,00
IMBOOST FORCE ULTIMATE @30 TAB;9.068,29;0,00
INAFITO CNF;195.000,00;2,00
LACTABOOST TAB @30;40.364,00;0,00
NATUR E WHITE @32;88.061,00;0,00
SEA QUIL MEGAVITE IRON FRE@60;913.530,00;0,00
ETAWALIN 200GR;89.999,00;0,00
IMBOOST FORCE COUGH @30;7.546,15;0,00
INAVITAMAX VIT C 500 MG @30;135.000,00;0,00
SAKATONIK ACTIVE GUMMY @6;15.176,48;6,00
VALDRES 25MG TAB@10;1.998,00;80,00
INAVITAMAX VIT D3 1000IU @30;115.000,00;2,00
TOLAK LINU MINT @5;2.668,00;25,00
SOYJOY;7.950,00;-1,00
INTERLAC TAB @30;13.209,00;80,00
IMBOOST EXTRA VIT C & D3 TAB @20;4.717,50;0,00
INAVITAMAX BEE POLLEN @30;160.950,00;2,00
ELEVIT @30;4.070,00;0,00
WELLNESS MULTI TEEN TAB@30;125.000,00;1,00
INAVITAMAX OMEGA KIDS @30;233.100,00;0,00
IMBOOST FORCE EXTRA STRENGTH @30;9.340,35;0,00
NUTRIMAX C+ PLUS BETA TAB@30;85.000,00;1,00
INAVITAMAX BONE HEALTHY @30;185.000,00;2,00
OM3HEART @60;92.130,00;1,00
CDR  FORTOS@10;44.860,00;0,00
NOURISH SKIN TAB@30;219.780,00;0,00
WELLNESS ACIDOPHILUS @60;270.000,00;0,00
RILLUS @30 TAB;10.545,00;42,00
INAVITAMAX VICOF SYR @100 ML;135.000,00;2,00
NP MELATONIN LOZENGES 3 MG @60;465.000,00;0,00
NUTRAFOR WHITE BEAUTY 16'S;96.570,00;0,00
INAVITAMAX OMEGA 3 @30;225.000,00;2,00
NUVITA NUTRI FOLIC 1000 MCG @30;88.000,00;0,00
BEROCCA PERFOR ORANGE  EFF@10;52.891,50;0,00
NOURISH SKIN ULTIMATE TAB@15;133.200,00;0,00
PHARMATON GO @6;21.687,51;8,00
INAVITAMAX OMEGA COMPLEX CARE @30;340.000,00;0,00
NUVITA NUTRI C 1000 MG @30;120.000,00;0,00
FOLAMIL GOLD @30;158.175,00;0,00
NOURISH SKIN ULTIMATE TAB@30;249.750,00;0,00
NESTLE PURELIFE 600ML;4.116,71;24,00
MADU SUPER NUSANTARA 250ML;72.500,00;0,00
NUTRAFORGOLD COFFEE CREAMY;33.300,00;0,00
AQUA DANONE  600ML;2.083,33;60,00
ULTRA SARI ASEM ASLI 250ML;4.750,00;0,00
ORONAMIN-C 120 ML;5.200,00;0,00
POCARI SWEAT PET 500ML;7.083,33;29,00
LARUTAN KAKI 3 500ML PLASTIK;6.521,00;0,00
HEMAVITON ACTION ENERGY DRINK;4.225,00;0,00
LE MINERAL BOTOL 1500 ML;5.000,00;0,00
POCARI SWEAT PET 350ML;5.400,00;0,00
ULTRA MILK 250 ML STRAWBERY;5.208,33;3,00
ION WATER PET 500 ML;5.949,00;0,00
LE MINERAL BOTOL 600 ML;2.291,66;48,00
YOU C 1000 LEMON VITAMIN 140ML;5.494,50;1,00
COCA COLA 300ML BTL;4.583,33;0,00
POCARI SWEET PET 900 ML;10.850,03;21,00
AQUA DANONE 1500ML;4.583,33;40,00
ADEM SARI CHING KU 320 ML(KALENG);7.083,33;33,00
ULTRA SARI KACANG HIJAU 250ML;4.083,00;0,00
ULTRA MILK UHT 250ML FULLCREAM;5.541,00;0,00
ULTRA MILK 250 ML COKLAT;6.250,00;0,00
ULTRA MILK 250ML COKLAT;5.500,00;0,00
ULTRA SARI KACANG IJO 250ML;4.500,00;0,00
ULTRA SUSU SLIM 250 ML CHOC/PLAIN/STRAW;4.791,66;-1,00
NUTRAFORGOLD COFFEE ORIGINAL;33.300,00;0,00
NINA ANION PL NATURAL 27 CM @10S;30.000,00;0,00
STREPSILS VIT C @8;17.539,20;36,00
PURE BABY LIQUID SOAP 80ML;29.197,00;0,00
NINA ANION NATURAL 24 CM @10S;24.000,00;0,00
STREPSILS MENTOL & VANILLA @8;17.539,20;32,00
CASABLANCA POMADE OIL WHITE 50 GR;14.100,00;2,00
DODO COTTON BUD @50PCS;6.600,00;0,00
STREPSILS COOL @8;17.539,20;37,00
TAS BELANJA JUMBO;5.000,00;0,00
GATSBY WAX TOUGH SPIKES 75 GR;20.600,00;0,00
HANSAPLAST ANTISEPTIK LUKA SPRAY 20 ML;14.554,32;11,00
PASEO ANTIBACTERIAL 25S;9.400,00;0,00
GATSBY;0,00;0,00
HANSAPLAST KASA ROLL ELASTIS 6 CM;5.384,61;1,00
NIVEA SUN AFTER SUN MOIS2200 ML;196.620,00;3,00
SRITI HAND SANITIZER;15.450,00;0,00
PASEO PURE SOFT 50S;8.600,00;0,00
PURE KIDS ITCHY CREAM 15 GR;25.641,00;2,00
GATSBY WAX SIDE BLOW;20.600,00;0,00
HANSAPLAST ROL KERTAS 2,5 CMX5 M;20.787,00;0,00
TESSA HANKY 6X10S;5.100,00;0,00
NIVEA DEO SPRAY PEARL & BEAUTY @150 ML;52.725,00;5,00
GATSBY WATER GLOSS 75 GR;10.878,00;0,00
ALTAMED GLOVE SIZE L @10;31.000,00;4,00
ASEPSO SULPHUR;7.849,92;0,00
PASEO SMART TISSUE 12S X6;933,33;0,00
TIGER BALM PLASTER COOL;16.400,25;25,00
NASALIN 100 ML;122.100,00;0,00
GATSBY ULTIMATE HOLD 75 G;9.800,00;0,00
NEXCARE DAILY SHOWER;19.261,00;2,00
PURE KIDS HAIR DETANGLER APPLE;58.741,00;0,00
NICE FACIAL TISSUE 60S;4.000,00;0,00
TIGER BALM PLASTER WARM;16.872,00;7,00
GOLDEN GINGER BROWN SUGAR 125 GR;31.955,00;0,00
HOT IN STRONG TUBE 120 GRAM;33.300,00;3,00
GATSBY SUPERHARD 75 G;9.800,00;0,00
NIVEA SUN POTECT & MOIS SPF50 200 ML;252.714,00;0,00
FRESH CARE MIX CITRUS @12;14.670,00;0,00
TISSUE BALIAN;6.907,55;1,00
ASEPSO ORIGINAL BODY WASH 250 ML;26.885,31;0,00
SISIR KUTU AYU COMBS;3.300,00;0,00
HANSAPLAST FROZEN @10'S;11.891,43;20,00
NIVEA SUN PROTECT&MOIST SPF30 100 ML;125.763,00;0,00
MINYAK ZAITUN SKIN FIRMING 55 ML;10.600,00;0,00
SUTRA LUBRICANT 30 ML;12.210,00;11,00
GUNTING M 2000;3.750,00;0,00
HANSAPLAST FINGER STRIPS @6'S;12.951,50;20,00
NIVEA SUN PROTECT& MOIST SPF50 100 ML;169.053,00;0,00
MINYAK ZAITUN OLIVE OIL 75 ML;17.441,43;0,00
PISAU CUKUR MONTANA GRK MATA 3;1.428,71;0,00
HANSAPLAST SALEP LUKA 20 GR;0,00;0,00
NIVEA SUN PROTECT & DRY SPRAY;214.596,00;3,00
HANSAPLAST AQUA PROTECT 4XL (ECER);22.400,00;3,00
SALONPAS JET SPRAY 60 ML;37.629,00;0,00
PURE BB TONGUE GUM WIPES STRAWBERRY;26.400,24;2,00
JAS HUJAN PLASTIK PONCO;7.000,00;24,00
NIVEA MICELLAIR 125 ML;37.595,00;0,00
HANSAPLAST AQUA PROTECT 4XL;134.399,91;4,00
HANSAPLAST AQUA PROTECT XXL (ECER);9.887,00;0,00
PURE BB WASH FRUTY 230 ML;45.334,00;0,00
MAMY POKO PANTS STD XXL@6;22.000,00;0,00
NEOPLAST 100'S;21.645,00;0,00
NIVEA DEO SPRAY BLACK & WHITE INV ORI FOR MAN @150 ML;48.840,00;4,00
HANSAPLAST SENSITIVE XXL @ 5'S;47.999,73;0,00
HANSAPLAST AQUA PROTECT XL (ECER);7.415,00;0,00
STREPSILS SUGAR FREE @8;17.654,83;36,00
MAMY POKO PANTS STD S@11;18.199,56;5,00
NIVEA DEO SPRAY EXTRA BRIGHTENING @150 ML;52.725,00;5,00
STREPSILS HONEY & LEMON SOOTHING @8;16.591,17;41,00
NIVEA DEO SPRAY BLACK & WHITE INV FRESH FOR MEN @150 ML;48.840,00;0,00
STREPSILS ORIGINAL @8;15.800,85;8,00
SABUN HERMIONE BRIGHT FACE & BODY SOAP;10.300,00;0,00
NIVEA EXTRA BRIGHT C & E VIT LOTION @180 ML;37.798,67;0,00
BANANA B ALOE VERA GEL @ 230 GR;156.000,51;8,00
MAKARIZO HAIR & SCALP CREAMBATH KIWI 30ML;6.400,00;0,00
NUFACE FACIAL COTTON @50;11.504,04;0,00
NIVEA SUN PROTECT & MOIS LOT SPF 50 @75 ML;111.540,00;4,00
CERAVE MOIST CREAM 177 ML;295.038,00;1,00
ELLIPS HAIR MASK KERATIN SILKY BLACK 18G;7.115,29;3,00
NIVEA LIP CARE 4.8GR STRAWBERY;30.445,00;2,00
GATSBY WAX HARD FREE 75 GR;20.600,00;0,00
NIVEA EXTRA BRIGHT FIRM & SMOOTH Q10 @200 ML;27.938,50;0,00
BANANA B ALOE GEL @ 90 ML;79.950,05;8,00
MAKARIZO HAIR & SCALP CREAMBATH ALOE & MELON 30ML;6.600,00;7,00
NIVEA LIP CARING 4,8 GR ROSE;32.917,00;2,00
NIVEA SUN PROTECT & MOIS LOT SPF 30 @75 ML;78.000,00;5,00
CERAVE MOIST LOTION 88 ML;144.966,00;4,00
ELLIPS HAIR MASK KERATIN SMOOTHSILKY 18G;7.044,13;0,00
NIVEA BODY RADIANT SMOOTH @100 ML;18.870,00;4,00
LOREAL ELS TOTAL REPAIR COND 175 ML;27.084,00;0,00
NIVEA LIP ORIGINAL CARE 4.8GR ESSENTIAL;30.445,00;3,00
NIVEA EXTRA BRIGHT ANTI-AGE SPF 15 @180 ML;48.840,00;0,00
BANANA B CLEAR ULTRAMIST SPORT COOLZONE SPRAY SPF 50 @170 GR;358.999,53;3,00
MAKARIZO HAIR FRAGRANCE CHERRY BLOSSOMS SPRAY 30ML;10.700,00;0,00
NIVEA LIP CARING 4,8 GR CORAL;32.917,00;2,00
CERAVE MOIST CREAM 50 ML;114.996,00;3,00
ELLIPS HAIR MASK REPAIR 120GR;38.144,04;20,00
LOREAL ELS EXTRA ORD OIL SERUM  30 ML;44.067,00;0,00
NIVEA EXTRA BRIGHT INSTANT GLOW SERUM SPF 25 @180 ML;27.999,67;0,00
BANANA B ULTRA PROTECT SPF 30 @ 90 ML;172.009,00;2,00
ELLIPS VITAMIN RAMBUT SHINY BLACK 1ML;6.000,50;0,00
AZARINE HYDRAMAX-C SUNSCREEN SERUM SPF 50 PA++ @40 ML;59.000,00;0,00
MAKARIZO HAIR FRAGRANCE OCEAN BREEZE SPRAY 30ML;10.700,00;0,00
CERAVE HYDRATING CLEANSER 88 ML;114.996,00;2,00
PROBIO C SPRAY;57.720,00;0,00
ELLIPS HAIR MASK KERATIN HAIR REPAIR 18GR;7.115,28;0,00
TOKYO NIGHT NAIL REMOVER 76 ML;15.500,00;0,00
LOREAL ELSEVE HYALURON PURE COND 175 ML;27.084,00;0,00
DETTOL COOL BOTTLE 300GR;43.917,00;0,00
VASELINE LIP CARE CREAM BRULEE SEA @7 GR;35.599,92;0,00
NIVEA DAILY PROTECTION LOT SPF 33 @100 ML;39.044,50;2,00
BANANA B ROA BB SPORT SUN LOT SPF 50+ (HIGH) @ 90 ML;279.999,72;2,00
SC SHAVE GUARD FOAM SENSITIVE @ 220 ML / 210 GR;65.300,19;0,00
NIVEA MEN DEO DERMA CONTROL 150 ML;51.615,00;0,00
AZARINE CALM MY ACNE SUNSCREEN MOISTURISER SPF 35 @40 ML;35.000,00;2,00
MAKARIZO HAIR & SCALP CREAMBATH GINSENG EXTRACT 500ML;76.700,00;3,00
BALI BOAT AFTER SUN GEL @100 ML;59.800,14;3,00
SD COTTON BALLS;13.875,00;1,00
ELLIPS HAIR VIT SILKY BLACK @6;11.299,99;41,00
OVALE FACE MASK ALL AROMA;7.500,00;0,00
TOKYO NIGHT NAIL REMOVER 40 ML;6.500,00;4,00
LOREAL ELSEVE HYALURON MOIST COND 175 ML;27.084,00;0,00
DETTOL SKINCARE BOTTLE 300ML;43.917,00;0,00
NIVEA INTENSIVE MOISTURE BODY SERUM 180 ML;32.350,00;2,00
BANANA B SIMPLY PROTECT KIDS SS LOT SPF 50+ @ 90ML;237.999,54;1,00
SC SHAVE GUARD FOAM LIME @ 60 ML / 60 GR;38.499,99;0,00
NIVEA MAN DEO DERMA CONTROL 150 ML;57.292,65;0,00
AZARINE AQUA ESSENCE SUN SHIELD SERUM SPF 50 @100ML;75.000,00;0,00
BALI BOAT AFTER SUN LOTION @100 GR;62.800,47;3,00
YAZ TAB@28;299.737,74;0,00
ELLIPS HAIR VIT SILKY BLACK @50;79.600,32;8,00
ELLIPS HAIR VIT SMOTH&SHINY@50;79.600,32;7,00
LOREAL ELSEVE TR5 SHAMPOO 200 ML;27.084,00;0,00
PARASOL SPF33 CR 100GR;117.105,00;2,00
DETTOL FRESH BOTTLE 300GR;43.917,00;0,00
NIVEA EXTRA BRIGHT CARE & PROTECT SPF 15 @70 ML;13.724,00;0,00
BANANA B SIMPLY PROTECT AQUA LONG WEARING MOISTURE SS LOT SPF 50+ @50 ML;168.000,00;0,00
HAWAIAN DARK TANNING SS SPRAY OIL SPF 4 @240 ML;176.000,49;1,00
NIVEA EXTRA BRIGHT SERUM 10 YOUTH PERFECT @ 170 ML;38.628,00;0,00
AZARINE CICAMIDE BARRIER SUNSCREEN MOISTURISER SPF 35 @40 ML;35.000,00;3,00
SELSUN BLUE FIVE 50 ML;25.474,50;0,00
GOOD HAIRSPRAY 90 ML;23.000,00;1,00
PROPOLIS SECREAT CLEAN;35.000,00;0,00
NAIL BUFFER;5.500,00;15,00
ELLIPS HAIR VIT SMOOTHSILKY @6;11.300,02;38,00
VASELINE LIP CARE ORIGINAL @7 GR;35.599,92;0,00
NIVEA EXTRA BRIGHT NIGHT SERUM VIT E @200 ML;37.185,00;0,00
BANANA B SIMPLY PROTECT AQUA DAILY MOISTURE SS LOT SPF 50+ @50 ML;168.000,00;0,00
HAWAIAN DARK TANNING OIL @ 240 ML;115.000,00;0,00
AZARINE CERASPRAY SUNSCREEN SPF 50 @50 ML;59.000,00;1,00
SELSUN YELLOW DOUBLE IMPACT 50ML;26.473,50;0,00
XPERT HAIRSPRAY EXTRA HOLD @100ML;48.000,00;3,00
PROPOLIS SECREAT CLEANT ORANGE;35.000,00;0,00
KIKIR KUKU IW;3.510,00;0,00
ELLIPS HAIR VIT SMOOTHSILKY @50;79.600,32;6,00
VASELINE LIP CARE ROSY LIPS @7 GR;35.599,92;0,00
NIVEA EXTRA BRIGHT REPAIR & PROTECT SPF 15 @200 ML;29.970,00;0,00
BANANA B ULTRAMIST ULTRA PROTECT LOT SPF 50 @ 170 GR;279.999,72;2,00
SAFE CARE AROMATHERAPY;15.150,39;0,00
AZARINE HYDRASOOTHE SUNSCREEN GEL SPF 45 @50 ML (BESAR);59.000,00;3,00
NIVEA DEO SPRAY DEEP FOR MAN @150 ML;48.840,00;3,00
NIVEA MEN DEO DERMA CONTROL 50ML;21.479,00;3,00
XPERT HAIRSPRAY BRUST OUT @100ML;48.000,00;4,00
ELLIPS HAIR VIT PINK;15.000,00;0,00
BATU GOSOK 4 FUNGSI;14.000,00;0,00
ELLIPS HAIR VIT REPAIR @6;11.299,98;36,00
VASELINE LIP THERAPY ROSY LIPS @4,8 GR;24.719,89;0,00
COOLING 5 PLUS ORANGE;37.740,00;2,00
NIVEA EXTRA BRIGHT REPAIR & PROTECT SPF 15 @100 ML;18.870,00;0,00
PISAU CUKUR SCHICK SC EXACTA WOMEN @2 PINK;22.900,41;10,00
BANANA B ULTRA PROTECT SPF 50 @ 90 ML;214.000,23;1,00
BANANA B.DARK TANING OIL SPF 4;167.000,00;0,00
AZARINE MILD PURIFYING TONER @90 ML;69.000,00;2,00
HMLYA LIP BALM REGULER;16.678,00;0,00
NIVEA BODY INTENSIVE MOIST LOT @100ML;18.870,00;4,00
NIVEA MEN DEO BLACK & WHITE 50ML;19.203,00;2,00
MANICUR SET Y003;15.000,00;0,00
ELLIPS HAIR VIT REPAIR @50;79.600,32;4,00
VASELINE LIP THERAPY ALOE VERA @4,8 GR;24.719,89;0,00
NIVEA EXTRA BRIGHT RADIANT & SMOOTH SERUM @180 ML;27.999,67;0,00
PISAU CUKUR SCHICK SC EXACTA REG @2 BIRU;14.699,73;4,00
BANANA B SPORT SPF 50 @ 90 ML;226.000,44;3,00
AZARINE MOISTURE RICH HYDRATING TONER @90 ML;69.000,00;2,00
MAKARIZO HAIR &SCALP CREAMBATH ALOE & MELON 500ML;76.700,00;2,00
HERBORIST CLEAN MILK ROSE @ 100 ML;13.732,92;2,00
NIVEA DEO ROLL ON BLACK & WHITE 50ML;20.535,00;5,00
ELLIPS HAIR VTLITY @50;79.600,32;6,00
ELLIPS HAIR VIT TREATMENT@50;79.600,32;8,00
NIVEA BODY RADIANT SMOOTH @200 ML;28.000,00;4,00
BANANA B SPORT SPF 30 @ 90 ML;163.770,00;2,00
AZARINE BRIGHTENING CREAMY FACIAL FOAM @50 GR;20.000,00;1,00
MAKARIZO HAIR & SCALP CREAMBATH ROYAL JELLY 30ML;6.600,00;7,00
HERBORIST ROSE WATER @100 ML;10.316,34;0,00
NIVEA SUN DAILY PROTECT SUN LOT SPF 33 100ML;39.044,25;3,00
ELLIPS HAIR VIT VTLITY @6;11.299,98;18,00
ELLIPS HAIR MIST FRESH & SMOOTH @100 ML;22.000,20;2,00
NIVEA EXTRA BRIGHT NIGHT SERUM VIT E @180 ML;28.000,00;0,00
SUNSILK COND SOFT&SMOOTH  90ML;15.800,00;0,00
BANANA B PROTECTIVE TANNING OIL SPF 8 @ 236 ML;196.999,47;2,00
AZARINE BRIGHTENING FACIAL CLEANSER @60 ML;32.500,00;2,00
MAKARIZO HAIR FRAGRANCE MORNING DEW SPRAY 30ML;10.700,00;1,00
HERBORIST MICELLAR WATER ALOE @100 ML;20.066,58;1,00
NIVEA B. SERUM INTENSIVE MOIST 180ML;35.908,22;0,00
BALI ALUS BATHSALT 70 GR CEMPAKA;8.400,00;3,00
ELLIPS HAIR VIT SMOTH&SHINY @6;11.299,99;36,00
SAMANTHA HAIR COLOR ALL;11.000,00;7,00
ELLIPS HAIR MIST ME UP @50 ML;12.800,52;3,00
NIVEA EXTRA BRIGHT INSTAN GLOW SPF 15 @200 ML;29.970,00;0,00
BANANA B PROTECTIVE TANNING OIL SPF 15 @ 236 ML;276.000,39;2,00
MAKARIZO ADVISOR ANTI FRIZZ & DETANGLING SPRAY 70ML;30.500,00;0,00
HERBORIST BODY LOT FRANGIPANI @145 ML;22.399,80;0,00
NIVEA DEO ROLL ON EXT BRIGHT 50ML;21.090,00;3,00
BALI ALUS ALOEVERA SOOTHING & MOISTURE 150 ML;38.850,00;0,00
ELLIPS DRY SHAMPOO FRUITY 50ML;30.249,44;0,00
NIVEA EXTRA BRIGHT 10 SUPER VIT & SKIN FOODS @170 ML;38.628,00;3,00
FRESH CARE PRESS & RELAX STRONG;12.831,60;0,00
BANANA B DEEP TANNING OIL SPF 4 @ 236 ML;118.000,00;2,00
PASEO BABY WIPES @60 SHEET;8.000,00;0,00
MAKARIZO HAIR & SCALP CREAMBATH GINSENG EXTRACT 30ML;6.400,00;0,00
BALI BOAT  SPF 50 LOT;143.800,50;3,00
SELECTION KAPAS 50GR;7.209,00;4,00
ELLIPS DRY SHAMPOO BREEZE 50ML;31.500,69;0,00
NIVEA EXTRA BRIGHT CARE & PROTECT SPF 15 @180 ML;27.999,67;0,00
BANANA B DEEP TANNING OIL @ 236 ML;109.999,89;3,00
CLEAN&CLEAR OIL CONTROL FILM;30.192,00;0,00
MAKARIZO HAIR & SCALP CREAMBATH ROYAL JELLY 500ML;76.699,89;4,00
BALI BOAT SPF 30 LOT;115.799,64;2,00
SELECTION KAPAS 35GR;5.253,00;4,00
ELLIPS DRY SHAMPOO BLOSSOM 50ML;31.499,58;0,00
NIVEA BODY INTENSIVE MOIST LOT @200ML;22.425,00;1,00
MAKARIZO HAIR & SCALP CREAMBATH OLIVE 30 ML;6.600,00;10,00
HANSAPLAST SENSITIVE XL 5'S;36.799,83;0,00
TENSOCREPE 3 INCH ( 7,5 CM );88.522,50;3,00
OPSITE POST OP 9.5 X 8.5CM;24.420,00;0,00
HANSAPLAST KOYO PANAS 9057 @10;8.569,20;0,00
URINAL PLASTIK (CEWEK);9.990,00;0,00
DENTAL FLOSS WAX;34.000,41;1,00
HANSAPLAST KAIN STD 2637 @100;31.079,00;5,00
SENSI UNDERPAD @5;39.140,00;0,00
ONEMED DERMAFIX 10X10;5.799,75;0,00
BALI ALUS BATHSALT 70 GR LAVENDER;8.400,00;0,00
BALI ALUS ESSENTIAL OIL 10 ML JASMINE;28.749,00;0,00
BALI ALUS HAIR VITAMIN HAZELNUT ARGAN;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR STRAWBERRY;15.540,00;0,00
THERMOMETER DIGITAL ONEMED;26.235,96;0,00
EAR CANDLE;4.321,80;0,00
ONEMED TONGKAT KETIAK S;254.751,00;1,00
OPSITE POST OP 6.5 X 5CM;12.765,00;5,00
KURSI RODA WCI;1.479.999,63;1,00
BALI ALUS ESSENTIAL OIL 10 ML HERB SPICE;25.900,00;2,00
ARM SLING M (WELDACO);24.975,00;0,00
BALI ALUS HAIR VITAMIN ALOEVERA ARGAN;14.000,00;0,00
TENSOCREPE 6 INCH ( 15 CM );140.803,50;1,00
BALI ALUS LULUR SPA CR 100GR SEAWEED;14.000,00;0,00
WOMAN CHOICE STRIP + WADAH URIN;19.800,00;0,00
BALI ALUS YOUGURT SUSU DOMBA MENGKUDU 110 GR;23.100,00;0,00
GOLDEN GLOVE (L);57.165,00;0,00
ONEMED DERMAFIX TULLE 10 X 10;4.649,79;0,00
HANSAPLAST AMPLOP 10928@30;5.531,13;0,00
SUTRA OK KONDOM@ 3;7.972,02;7,00
HANSAPLAST KOYO HANGAT 76539;8.569,20;0,00
TONGKAT KAKI TIGA PIRAMIDA;122.100,00;1,00
LEUKOMED T PLUS  8 X 10;21.645,00;0,00
WWZ;27.220,00;0,00
SUTRA OK KONDOM@12;28.354,95;7,00
DENTAL FLOSS MINT;34.000,41;0,00
BALI ALUS ESSENTIAL OIL 10 ML GREEN TEA;25.900,00;0,00
ARM SLING L;55.500,00;1,00
BALI ALUS HAIR VITAMIN FRANGIPANGI;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR MILK;18.648,00;0,00
BALI ALUS VCO SPRAY 100 ML;66.822,00;0,00
LEUKOPLAST 1622 (2,5 CM X 4,5 M);25.030,50;0,00
HANSAPLAST ROL KAIN 1,25CM X 4,5 M;11.769,33;6,00
HOT IN DCL 30GR GEL;14.874,00;0,00
ARM SLING JC 1900;166.999,50;0,00
EAR PLUG;12.000,21;0,00
SENSI POPOK DEWASA L;66.999,60;1,00
WALKER LQ ALUMUNIUM;346.875,00;1,00
ALTAMED NITRIL SIZE S (BLACK);52.725,00;1,00
HANSAPLAST KIDS MARVEL @10'S;11.325,33;2,00
LEUKOMED 72380-01  8 X 10;9.934,50;0,00
ONEMED MASKER KARET 5 PCS 3PLY;3.700,00;3,00
BALI ALUS ESSENTIAL OIL 10 ML FRESH;25.900,00;0,00
BALI ALUS HAIR VITAMIN ALMOND ARGAN;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR LIDAH BUAYA;14.000,00;0,00
BALI ALUS SABUN NATURAL SPA 110GR SANDALWOOD;25.641,00;0,00
LEUKOCREPE 3 INCH 8238;109.612,50;0,00
ONEMED DERMAFIX IV 6 X 8;2.575,00;50,00
HANSAPLAST TRANSPARAN@10(1215);9.352,86;5,00
HANSAPLAST SCAR REDUCER @21;15.040,50;0,00
ALTAMED SARUNG TANGAN S;31.000,00;0,00
IFREE;15.100,00;1,00
TONGKAT KETIAK SIZE L;206.999,46;1,00
SPINAL NEEDLE 27G BD;20.499,48;0,00
ALTAMED NITRIL SIZE M (BLACK);88.800,00;2,00
FIXOMUL TRANSPARAN TATTO KECIL @15 CM;1.833,33;71,00
HYPAFIX 10 X 5;193.195,50;0,00
ONEMED VERBAN  5CM;777,00;180,00
BALI ALUS ESSENTIAL OIL 10 ML FRANGIPANI;28.749,00;0,00
BALI ALUS HAIR VITAMIN OLIVE ARGAN;14.000,00;0,00
BALI ALUS LULUR SPA CR 100GR LEMON;18.648,00;0,00
HANSAPLAST KAIN ELASTIS 26370 @100;41.070,00;0,00
